Date,State,Confirmed,Active,Recovered,Deaths,Tested,Positive,TPR
2020-03-14,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-14,Andhra Pradesh,1,1,0,0,NA,NA,NA
2020-03-14,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-14,Assam,0,0,0,0,NA,NA,NA
2020-03-14,Bihar,0,0,0,0,NA,NA,NA
2020-03-14,Chandigarh,0,0,0,0,NA,NA,NA
2020-03-14,Chhattisgarh,0,0,0,0,NA,NA,NA
2020-03-14,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-14,Delhi,7,5,1,1,NA,NA,NA
2020-03-14,Goa,0,0,0,0,NA,NA,NA
2020-03-14,Gujarat,0,0,0,0,NA,NA,NA
2020-03-14,Haryana,14,14,0,0,NA,NA,NA
2020-03-14,Himachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-14,Jammu and Kashmir,2,2,0,0,NA,NA,NA
2020-03-14,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-14,Karnataka,6,5,0,1,NA,NA,NA
2020-03-14,Kerala,19,16,3,0,NA,NA,NA
2020-03-14,Ladakh,0,0,0,0,NA,NA,NA
2020-03-14,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-14,Madhya Pradesh,0,0,0,0,NA,NA,NA
2020-03-14,Maharashtra,14,14,0,0,NA,NA,NA
2020-03-14,Manipur,0,0,0,0,NA,NA,NA
2020-03-14,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-14,Mizoram,0,0,0,0,NA,NA,NA
2020-03-14,Nagaland,0,0,0,0,NA,NA,NA
2020-03-14,Odisha,0,0,0,0,NA,NA,NA
2020-03-14,Puducherry,0,0,0,0,NA,NA,NA
2020-03-14,Punjab,1,1,0,0,NA,NA,NA
2020-03-14,Rajasthan,3,2,1,0,NA,NA,NA
2020-03-14,Sikkim,0,0,0,0,NA,NA,NA
2020-03-14,Tamil Nadu,1,1,0,0,NA,NA,NA
2020-03-14,Telangana,1,1,0,0,NA,NA,NA
2020-03-14,Tripura,0,0,0,0,NA,NA,NA
2020-03-14,Uttar Pradesh,12,8,4,0,NA,NA,NA
2020-03-14,Uttarakhand,0,0,0,0,NA,NA,NA
2020-03-14,West Bengal,0,0,0,0,NA,NA,NA
2020-03-15,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-15,Andhra Pradesh,1,1,0,0,NA,NA,NA
2020-03-15,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-15,Assam,0,0,0,0,NA,NA,NA
2020-03-15,Bihar,0,0,0,0,NA,NA,NA
2020-03-15,Chandigarh,0,0,0,0,NA,NA,NA
2020-03-15,Chhattisgarh,0,0,0,0,NA,NA,NA
2020-03-15,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-15,Delhi,7,4,2,1,NA,NA,NA
2020-03-15,Goa,0,0,0,0,NA,NA,NA
2020-03-15,Gujarat,0,0,0,0,NA,NA,NA
2020-03-15,Haryana,14,14,0,0,NA,NA,NA
2020-03-15,Himachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-15,Jammu and Kashmir,2,2,0,0,NA,NA,NA
2020-03-15,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-15,Karnataka,6,5,0,1,NA,NA,NA
2020-03-15,Kerala,24,21,3,0,NA,NA,NA
2020-03-15,Ladakh,0,0,0,0,NA,NA,NA
2020-03-15,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-15,Madhya Pradesh,0,0,0,0,NA,NA,NA
2020-03-15,Maharashtra,32,32,0,0,NA,NA,NA
2020-03-15,Manipur,0,0,0,0,NA,NA,NA
2020-03-15,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-15,Mizoram,0,0,0,0,NA,NA,NA
2020-03-15,Nagaland,0,0,0,0,NA,NA,NA
2020-03-15,Odisha,0,0,0,0,NA,NA,NA
2020-03-15,Puducherry,0,0,0,0,NA,NA,NA
2020-03-15,Punjab,1,1,0,0,NA,NA,NA
2020-03-15,Rajasthan,4,1,3,0,NA,NA,NA
2020-03-15,Sikkim,0,0,0,0,NA,NA,NA
2020-03-15,Tamil Nadu,1,1,0,0,NA,NA,NA
2020-03-15,Telangana,3,2,1,0,NA,NA,NA
2020-03-15,Tripura,0,0,0,0,NA,NA,NA
2020-03-15,Uttar Pradesh,13,9,4,0,NA,NA,NA
2020-03-15,Uttarakhand,0,0,0,0,NA,NA,NA
2020-03-15,West Bengal,0,0,0,0,NA,NA,NA
2020-03-16,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-16,Andhra Pradesh,1,1,0,0,NA,NA,NA
2020-03-16,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-16,Assam,0,0,0,0,NA,NA,NA
2020-03-16,Bihar,0,0,0,0,NA,NA,NA
2020-03-16,Chandigarh,0,0,0,0,NA,NA,NA
2020-03-16,Chhattisgarh,0,0,0,0,NA,NA,NA
2020-03-16,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-16,Delhi,7,4,2,1,NA,NA,NA
2020-03-16,Goa,0,0,0,0,NA,NA,NA
2020-03-16,Gujarat,0,0,0,0,NA,NA,NA
2020-03-16,Haryana,14,14,0,0,NA,NA,NA
2020-03-16,Himachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-16,Jammu and Kashmir,3,3,0,0,NA,NA,NA
2020-03-16,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-16,Karnataka,7,6,0,1,NA,NA,NA
2020-03-16,Kerala,27,24,3,0,NA,NA,NA
2020-03-16,Ladakh,0,0,0,0,NA,NA,NA
2020-03-16,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-16,Madhya Pradesh,0,0,0,0,NA,NA,NA
2020-03-16,Maharashtra,38,38,0,0,NA,NA,NA
2020-03-16,Manipur,0,0,0,0,NA,NA,NA
2020-03-16,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-16,Mizoram,0,0,0,0,NA,NA,NA
2020-03-16,Nagaland,0,0,0,0,NA,NA,NA
2020-03-16,Odisha,1,1,0,0,NA,NA,NA
2020-03-16,Puducherry,1,1,0,0,NA,NA,NA
2020-03-16,Punjab,1,1,0,0,NA,NA,NA
2020-03-16,Rajasthan,4,1,3,0,NA,NA,NA
2020-03-16,Sikkim,0,0,0,0,NA,NA,NA
2020-03-16,Tamil Nadu,1,0,1,0,NA,NA,NA
2020-03-16,Telangana,4,3,1,0,NA,NA,NA
2020-03-16,Tripura,0,0,0,0,NA,NA,NA
2020-03-16,Uttar Pradesh,13,9,4,0,NA,NA,NA
2020-03-16,Uttarakhand,1,1,0,0,NA,NA,NA
2020-03-16,West Bengal,0,0,0,0,NA,NA,NA
2020-03-17,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-17,Andhra Pradesh,1,1,0,0,NA,NA,NA
2020-03-17,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-17,Assam,0,0,0,0,NA,NA,NA
2020-03-17,Bihar,0,0,0,0,NA,NA,NA
2020-03-17,Chandigarh,0,0,0,0,NA,NA,NA
2020-03-17,Chhattisgarh,0,0,0,0,NA,NA,NA
2020-03-17,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-17,Delhi,8,5,2,1,NA,NA,NA
2020-03-17,Goa,0,0,0,0,NA,NA,NA
2020-03-17,Gujarat,0,0,0,0,NA,NA,NA
2020-03-17,Haryana,15,15,0,0,NA,NA,NA
2020-03-17,Himachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-17,Jammu and Kashmir,3,3,0,0,NA,NA,NA
2020-03-17,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-17,Karnataka,9,8,0,1,NA,NA,NA
2020-03-17,Kerala,27,24,3,0,NA,NA,NA
2020-03-17,Ladakh,0,0,0,0,NA,NA,NA
2020-03-17,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-17,Madhya Pradesh,0,0,0,0,NA,NA,NA
2020-03-17,Maharashtra,41,40,0,1,NA,NA,NA
2020-03-17,Manipur,0,0,0,0,NA,NA,NA
2020-03-17,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-17,Mizoram,0,0,0,0,NA,NA,NA
2020-03-17,Nagaland,0,0,0,0,NA,NA,NA
2020-03-17,Odisha,1,1,0,0,NA,NA,NA
2020-03-17,Puducherry,1,1,0,0,NA,NA,NA
2020-03-17,Punjab,1,1,0,0,NA,NA,NA
2020-03-17,Rajasthan,4,1,3,0,NA,NA,NA
2020-03-17,Sikkim,0,0,0,0,NA,NA,NA
2020-03-17,Tamil Nadu,1,0,1,0,NA,NA,NA
2020-03-17,Telangana,5,4,1,0,NA,NA,NA
2020-03-17,Tripura,0,0,0,0,NA,NA,NA
2020-03-17,Uttar Pradesh,15,10,5,0,NA,NA,NA
2020-03-17,Uttarakhand,1,1,0,0,NA,NA,NA
2020-03-17,West Bengal,1,1,0,0,NA,NA,NA
2020-03-18,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-18,Andhra Pradesh,1,1,0,0,NA,NA,NA
2020-03-18,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-18,Assam,0,0,0,0,NA,NA,NA
2020-03-18,Bihar,0,0,0,0,NA,NA,NA
2020-03-18,Chandigarh,0,0,0,0,NA,NA,NA
2020-03-18,Chhattisgarh,0,0,0,0,NA,NA,NA
2020-03-18,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-18,Delhi,10,7,2,1,NA,NA,NA
2020-03-18,Goa,0,0,0,0,NA,NA,NA
2020-03-18,Gujarat,0,0,0,0,NA,NA,NA
2020-03-18,Haryana,16,16,0,0,NA,NA,NA
2020-03-18,Himachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-18,Jammu and Kashmir,4,4,0,0,NA,NA,NA
2020-03-18,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-18,Karnataka,14,13,0,1,NA,NA,NA
2020-03-18,Kerala,27,24,3,0,NA,NA,NA
2020-03-18,Ladakh,8,8,0,0,NA,NA,NA
2020-03-18,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-18,Madhya Pradesh,0,0,0,0,NA,NA,NA
2020-03-18,Maharashtra,44,43,0,1,NA,NA,NA
2020-03-18,Manipur,0,0,0,0,NA,NA,NA
2020-03-18,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-18,Mizoram,0,0,0,0,NA,NA,NA
2020-03-18,Nagaland,0,0,0,0,NA,NA,NA
2020-03-18,Odisha,2,2,0,0,NA,NA,NA
2020-03-18,Puducherry,1,1,0,0,NA,NA,NA
2020-03-18,Punjab,2,2,0,0,NA,NA,NA
2020-03-18,Rajasthan,7,4,3,0,NA,NA,NA
2020-03-18,Sikkim,0,0,0,0,NA,NA,NA
2020-03-18,Tamil Nadu,2,1,1,0,NA,NA,NA
2020-03-18,Telangana,13,12,1,0,NA,NA,NA
2020-03-18,Tripura,0,0,0,0,NA,NA,NA
2020-03-18,Uttar Pradesh,17,12,5,0,NA,NA,NA
2020-03-18,Uttarakhand,2,2,0,0,NA,NA,NA
2020-03-18,West Bengal,1,1,0,0,NA,NA,NA
2020-03-19,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-19,Andhra Pradesh,3,3,0,0,NA,NA,NA
2020-03-19,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-19,Assam,0,0,0,0,NA,NA,NA
2020-03-19,Bihar,0,0,0,0,NA,NA,NA
2020-03-19,Chandigarh,1,1,0,0,NA,NA,NA
2020-03-19,Chhattisgarh,1,1,0,0,NA,NA,NA
2020-03-19,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-19,Delhi,14,10,3,1,NA,NA,NA
2020-03-19,Goa,0,0,0,0,NA,NA,NA
2020-03-19,Gujarat,2,2,0,0,NA,NA,NA
2020-03-19,Haryana,17,17,0,0,NA,NA,NA
2020-03-19,Himachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-19,Jammu and Kashmir,4,4,0,0,NA,NA,NA
2020-03-19,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-19,Karnataka,15,14,0,1,NA,NA,NA
2020-03-19,Kerala,28,25,3,0,NA,NA,NA
2020-03-19,Ladakh,8,8,0,0,NA,NA,NA
2020-03-19,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-19,Madhya Pradesh,0,0,0,0,NA,NA,NA
2020-03-19,Maharashtra,48,47,0,1,NA,NA,NA
2020-03-19,Manipur,0,0,0,0,NA,NA,NA
2020-03-19,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-19,Mizoram,0,0,0,0,NA,NA,NA
2020-03-19,Nagaland,0,0,0,0,NA,NA,NA
2020-03-19,Odisha,2,2,0,0,NA,NA,NA
2020-03-19,Puducherry,1,1,0,0,NA,NA,NA
2020-03-19,Punjab,2,1,0,1,NA,NA,NA
2020-03-19,Rajasthan,9,6,3,0,NA,NA,NA
2020-03-19,Sikkim,0,0,0,0,NA,NA,NA
2020-03-19,Tamil Nadu,3,2,1,0,NA,NA,NA
2020-03-19,Telangana,16,15,1,0,NA,NA,NA
2020-03-19,Tripura,0,0,0,0,NA,NA,NA
2020-03-19,Uttar Pradesh,20,11,9,0,NA,NA,NA
2020-03-19,Uttarakhand,3,3,0,0,NA,NA,NA
2020-03-19,West Bengal,1,1,0,0,NA,NA,NA
2020-03-20,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-20,Andhra Pradesh,3,3,0,0,NA,NA,NA
2020-03-20,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-20,Assam,0,0,0,0,NA,NA,NA
2020-03-20,Bihar,0,0,0,0,NA,NA,NA
2020-03-20,Chandigarh,5,5,0,0,NA,NA,NA
2020-03-20,Chhattisgarh,1,1,0,0,NA,NA,NA
2020-03-20,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-20,Delhi,20,14,5,1,NA,NA,NA
2020-03-20,Goa,0,0,0,0,NA,NA,NA
2020-03-20,Gujarat,7,7,0,0,NA,NA,NA
2020-03-20,Haryana,19,19,0,0,NA,NA,NA
2020-03-20,Himachal Pradesh,2,2,0,0,NA,NA,NA
2020-03-20,Jammu and Kashmir,4,4,0,0,NA,NA,NA
2020-03-20,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-20,Karnataka,15,13,1,1,NA,NA,NA
2020-03-20,Kerala,40,37,3,0,NA,NA,NA
2020-03-20,Ladakh,10,10,0,0,NA,NA,NA
2020-03-20,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-20,Madhya Pradesh,4,4,0,0,NA,NA,NA
2020-03-20,Maharashtra,52,51,0,1,NA,NA,NA
2020-03-20,Manipur,0,0,0,0,NA,NA,NA
2020-03-20,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-20,Mizoram,0,0,0,0,NA,NA,NA
2020-03-20,Nagaland,0,0,0,0,NA,NA,NA
2020-03-20,Odisha,2,2,0,0,NA,NA,NA
2020-03-20,Puducherry,1,1,0,0,NA,NA,NA
2020-03-20,Punjab,3,2,0,1,NA,NA,NA
2020-03-20,Rajasthan,17,14,3,0,NA,NA,NA
2020-03-20,Sikkim,0,0,0,0,NA,NA,NA
2020-03-20,Tamil Nadu,3,2,1,0,NA,NA,NA
2020-03-20,Telangana,19,18,1,0,NA,NA,NA
2020-03-20,Tripura,0,0,0,0,NA,NA,NA
2020-03-20,Uttar Pradesh,24,15,9,0,NA,NA,NA
2020-03-20,Uttarakhand,3,3,0,0,NA,NA,NA
2020-03-20,West Bengal,2,2,0,0,NA,NA,NA
2020-03-21,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-21,Andhra Pradesh,5,5,0,0,NA,NA,NA
2020-03-21,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-21,Assam,0,0,0,0,NA,NA,NA
2020-03-21,Bihar,0,0,0,0,NA,NA,NA
2020-03-21,Chandigarh,5,5,0,0,NA,NA,NA
2020-03-21,Chhattisgarh,1,1,0,0,NA,NA,NA
2020-03-21,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-21,Delhi,27,21,5,1,NA,NA,NA
2020-03-21,Goa,0,0,0,0,NA,NA,NA
2020-03-21,Gujarat,14,14,0,0,NA,NA,NA
2020-03-21,Haryana,21,21,0,0,NA,NA,NA
2020-03-21,Himachal Pradesh,2,2,0,0,NA,NA,NA
2020-03-21,Jammu and Kashmir,4,4,0,0,NA,NA,NA
2020-03-21,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-21,Karnataka,20,18,1,1,NA,NA,NA
2020-03-21,Kerala,52,49,3,0,NA,NA,NA
2020-03-21,Ladakh,13,13,0,0,NA,NA,NA
2020-03-21,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-21,Madhya Pradesh,4,4,0,0,NA,NA,NA
2020-03-21,Maharashtra,64,63,0,1,NA,NA,NA
2020-03-21,Manipur,0,0,0,0,NA,NA,NA
2020-03-21,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-21,Mizoram,0,0,0,0,NA,NA,NA
2020-03-21,Nagaland,0,0,0,0,NA,NA,NA
2020-03-21,Odisha,2,2,0,0,NA,NA,NA
2020-03-21,Puducherry,1,1,0,0,NA,NA,NA
2020-03-21,Punjab,13,12,0,1,NA,NA,NA
2020-03-21,Rajasthan,24,21,3,0,NA,NA,NA
2020-03-21,Sikkim,0,0,0,0,NA,NA,NA
2020-03-21,Tamil Nadu,6,5,1,0,NA,NA,NA
2020-03-21,Telangana,21,20,1,0,NA,NA,NA
2020-03-21,Tripura,0,0,0,0,NA,NA,NA
2020-03-21,Uttar Pradesh,28,19,9,0,NA,NA,NA
2020-03-21,Uttarakhand,3,3,0,0,NA,NA,NA
2020-03-21,West Bengal,4,4,0,0,NA,NA,NA
2020-03-22,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-22,Andhra Pradesh,6,6,0,0,NA,NA,NA
2020-03-22,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-22,Assam,0,0,0,0,NA,NA,NA
2020-03-22,Bihar,2,1,0,1,NA,NA,NA
2020-03-22,Chandigarh,6,6,0,0,NA,NA,NA
2020-03-22,Chhattisgarh,1,1,0,0,NA,NA,NA
2020-03-22,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-22,Delhi,27,21,5,1,NA,NA,NA
2020-03-22,Goa,0,0,0,0,NA,NA,NA
2020-03-22,Gujarat,18,17,0,1,NA,NA,NA
2020-03-22,Haryana,21,21,0,0,NA,NA,NA
2020-03-22,Himachal Pradesh,2,2,0,0,NA,NA,NA
2020-03-22,Jammu and Kashmir,4,4,0,0,NA,NA,NA
2020-03-22,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-22,Karnataka,26,24,1,1,NA,NA,NA
2020-03-22,Kerala,67,64,3,0,NA,NA,NA
2020-03-22,Ladakh,13,13,0,0,NA,NA,NA
2020-03-22,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-22,Madhya Pradesh,6,6,0,0,NA,NA,NA
2020-03-22,Maharashtra,74,72,0,2,NA,NA,NA
2020-03-22,Manipur,0,0,0,0,NA,NA,NA
2020-03-22,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-22,Mizoram,0,0,0,0,NA,NA,NA
2020-03-22,Nagaland,0,0,0,0,NA,NA,NA
2020-03-22,Odisha,2,2,0,0,NA,NA,NA
2020-03-22,Puducherry,1,1,0,0,NA,NA,NA
2020-03-22,Punjab,21,20,0,1,NA,NA,NA
2020-03-22,Rajasthan,28,25,3,0,NA,NA,NA
2020-03-22,Sikkim,0,0,0,0,NA,NA,NA
2020-03-22,Tamil Nadu,9,8,1,0,NA,NA,NA
2020-03-22,Telangana,27,26,1,0,NA,NA,NA
2020-03-22,Tripura,0,0,0,0,NA,NA,NA
2020-03-22,Uttar Pradesh,30,21,9,0,NA,NA,NA
2020-03-22,Uttarakhand,3,3,0,0,NA,NA,NA
2020-03-22,West Bengal,7,7,0,0,NA,NA,NA
2020-03-23,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-23,Andhra Pradesh,7,7,0,0,NA,NA,NA
2020-03-23,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-23,Assam,0,0,0,0,NA,NA,NA
2020-03-23,Bihar,3,2,0,1,NA,NA,NA
2020-03-23,Chandigarh,7,7,0,0,NA,NA,NA
2020-03-23,Chhattisgarh,1,1,0,0,NA,NA,NA
2020-03-23,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-23,Delhi,30,24,5,1,NA,NA,NA
2020-03-23,Goa,0,0,0,0,NA,NA,NA
2020-03-23,Gujarat,30,29,0,1,NA,NA,NA
2020-03-23,Haryana,28,17,11,0,NA,NA,NA
2020-03-23,Himachal Pradesh,3,2,0,1,NA,NA,NA
2020-03-23,Jammu and Kashmir,4,4,0,0,NA,NA,NA
2020-03-23,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-23,Karnataka,33,30,2,1,NA,NA,NA
2020-03-23,Kerala,95,92,3,0,NA,NA,NA
2020-03-23,Ladakh,13,13,0,0,NA,NA,NA
2020-03-23,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-23,Madhya Pradesh,6,6,0,0,NA,NA,NA
2020-03-23,Maharashtra,97,95,0,2,NA,NA,NA
2020-03-23,Manipur,0,0,0,0,NA,NA,NA
2020-03-23,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-23,Mizoram,0,0,0,0,NA,NA,NA
2020-03-23,Nagaland,0,0,0,0,NA,NA,NA
2020-03-23,Odisha,2,2,0,0,NA,NA,NA
2020-03-23,Puducherry,1,1,0,0,NA,NA,NA
2020-03-23,Punjab,23,22,0,1,NA,NA,NA
2020-03-23,Rajasthan,32,29,3,0,NA,NA,NA
2020-03-23,Sikkim,0,0,0,0,NA,NA,NA
2020-03-23,Tamil Nadu,12,11,1,0,NA,NA,NA
2020-03-23,Telangana,33,32,1,0,NA,NA,NA
2020-03-23,Tripura,0,0,0,0,NA,NA,NA
2020-03-23,Uttar Pradesh,32,23,9,0,NA,NA,NA
2020-03-23,Uttarakhand,4,4,0,0,NA,NA,NA
2020-03-23,West Bengal,7,6,0,1,NA,NA,NA
2020-03-24,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-24,Andhra Pradesh,8,8,0,0,NA,NA,NA
2020-03-24,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-24,Assam,0,0,0,0,NA,NA,NA
2020-03-24,Bihar,3,2,0,1,NA,NA,NA
2020-03-24,Chandigarh,7,7,0,0,NA,NA,NA
2020-03-24,Chhattisgarh,1,1,0,0,NA,NA,NA
2020-03-24,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-24,Delhi,30,23,6,1,NA,NA,NA
2020-03-24,Goa,0,0,0,0,NA,NA,NA
2020-03-24,Gujarat,34,33,0,1,NA,NA,NA
2020-03-24,Haryana,30,19,11,0,NA,NA,NA
2020-03-24,Himachal Pradesh,3,2,0,1,NA,NA,NA
2020-03-24,Jammu and Kashmir,6,6,0,0,NA,NA,NA
2020-03-24,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-24,Karnataka,41,37,3,1,NA,NA,NA
2020-03-24,Kerala,109,105,4,0,NA,NA,NA
2020-03-24,Ladakh,13,13,0,0,NA,NA,NA
2020-03-24,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-24,Madhya Pradesh,7,7,0,0,NA,NA,NA
2020-03-24,Maharashtra,107,105,0,2,NA,NA,NA
2020-03-24,Manipur,1,1,0,0,NA,NA,NA
2020-03-24,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-24,Mizoram,0,0,0,0,NA,NA,NA
2020-03-24,Nagaland,0,0,0,0,NA,NA,NA
2020-03-24,Odisha,2,2,0,0,NA,NA,NA
2020-03-24,Puducherry,1,1,0,0,NA,NA,NA
2020-03-24,Punjab,29,28,0,1,NA,NA,NA
2020-03-24,Rajasthan,32,29,3,0,NA,NA,NA
2020-03-24,Sikkim,0,0,0,0,NA,NA,NA
2020-03-24,Tamil Nadu,18,16,1,1,NA,NA,NA
2020-03-24,Telangana,37,36,1,0,NA,NA,NA
2020-03-24,Tripura,0,0,0,0,NA,NA,NA
2020-03-24,Uttar Pradesh,35,24,11,0,NA,NA,NA
2020-03-24,Uttarakhand,4,4,0,0,NA,NA,NA
2020-03-24,West Bengal,9,8,0,1,NA,NA,NA
2020-03-25,Andaman and Nicobar Islands,0,0,0,0,NA,NA,NA
2020-03-25,Andhra Pradesh,10,9,1,0,NA,NA,NA
2020-03-25,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-25,Assam,0,0,0,0,NA,NA,NA
2020-03-25,Bihar,4,3,0,1,NA,NA,NA
2020-03-25,Chandigarh,7,7,0,0,NA,NA,NA
2020-03-25,Chhattisgarh,3,3,0,0,NA,NA,NA
2020-03-25,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-25,Delhi,35,28,6,1,NA,NA,NA
2020-03-25,Goa,3,3,0,0,NA,NA,NA
2020-03-25,Gujarat,38,37,0,1,NA,NA,NA
2020-03-25,Haryana,31,20,11,0,NA,NA,NA
2020-03-25,Himachal Pradesh,3,2,0,1,NA,NA,NA
2020-03-25,Jammu and Kashmir,11,10,1,0,NA,NA,NA
2020-03-25,Jharkhand,0,0,0,0,NA,NA,NA
2020-03-25,Karnataka,51,47,3,1,NA,NA,NA
2020-03-25,Kerala,118,114,4,0,NA,NA,NA
2020-03-25,Ladakh,13,13,0,0,NA,NA,NA
2020-03-25,Lakshadweep,0,0,0,0,NA,NA,NA
2020-03-25,Madhya Pradesh,15,14,0,1,NA,NA,NA
2020-03-25,Maharashtra,122,119,1,2,NA,NA,NA
2020-03-25,Manipur,1,1,0,0,NA,NA,NA
2020-03-25,Meghalaya,0,0,0,0,NA,NA,NA
2020-03-25,Mizoram,1,1,0,0,NA,NA,NA
2020-03-25,Nagaland,0,0,0,0,NA,NA,NA
2020-03-25,Odisha,2,2,0,0,NA,NA,NA
2020-03-25,Puducherry,1,1,0,0,NA,NA,NA
2020-03-25,Punjab,31,30,0,1,NA,NA,NA
2020-03-25,Rajasthan,38,35,3,0,NA,NA,NA
2020-03-25,Sikkim,0,0,0,0,NA,NA,NA
2020-03-25,Tamil Nadu,26,24,1,1,NA,NA,NA
2020-03-25,Telangana,41,40,1,0,NA,NA,NA
2020-03-25,Tripura,0,0,0,0,NA,NA,NA
2020-03-25,Uttar Pradesh,38,27,11,0,NA,NA,NA
2020-03-25,Uttarakhand,5,5,0,0,NA,NA,NA
2020-03-25,West Bengal,9,8,0,1,NA,NA,NA
2020-03-26,Andaman and Nicobar Islands,1,1,0,0,NA,NA,NA
2020-03-26,Andhra Pradesh,11,10,1,0,NA,NA,NA
2020-03-26,Arunachal Pradesh,0,0,0,0,NA,NA,NA
2020-03-26,Assam,0,0,0,0,NA,NA,NA
2020-03-26,Bihar,7,6,0,1,NA,NA,NA
2020-03-26,Chandigarh,7,7,0,0,NA,NA,NA
2020-03-26,Chhattisgarh,6,6,0,0,NA,NA,NA
2020-03-26,Dadra and Nagar Haveli and Daman and Diu,0,0,0,0,NA,NA,NA
2020-03-26,Delhi,36,29,6,1,NA,NA,NA
2020-03-26,Goa,3,3,0,0,NA,NA,NA
2020-03-26,Gujarat,43,40,0,3,NA,NA,NA
